size	colour	x	y	key	showSelectedlegendcolourfill	clickSelects	showSelected1	PANEL	fill
2.60125375888251	#00C094	4.86	71.2575365853659	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1987	3	#00C094
2.61988267474751	#00C094	4.724	71.5669024390244	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1988	3	#00C094
2.63863684624776	#00C094	4.566	71.861243902439	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1989	3	#00C094
2.65713058553469	#00C094	4.388	72.1435365853659	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1990	3	#00C094
2.67549110191576	#00C094	4.193	72.4153170731707	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1991	3	#00C094
2.69396868696073	#00C094	3.989	72.6785853658537	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1992	3	#00C094
2.71250687109653	#00C094	3.784	72.9353414634146	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1993	3	#00C094
2.73104482699176	#00C094	3.584	73.1870975609756	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1994	3	#00C094
2.74962759143872	#00C094	3.394	73.4348536585366	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1995	3	#00C094
2.76938518185242	#00C094	3.217	73.6800975609756	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1996	3	#00C094
2.79073553313541	#00C094	3.055	73.9208292682927	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1997	3	#00C094
2.81246275726886	#00C094	2.906	74.1570487804878	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1998	3	#00C094
2.83299400010958	#00C094	2.77	74.3887317073171	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	1999	3	#00C094
2.85197852795163	#00C094	2.645	74.6159024390244	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2000	3	#00C094
2.86680967824059	#00C094	2.527	74.8370731707317	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2001	3	#00C094
2.87949027952009	#00C094	2.413	75.0522195121951	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2002	3	#00C094
2.89917974843468	#00C094	2.301	75.2608780487805	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2003	3	#00C094
2.93716876345174	#00C094	2.191	75.4639756097561	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2004	3	#00C094
2.99822564026764	#00C094	2.086	75.6604634146342	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2005	3	#00C094
3.08242300318887	#00C094	1.989	75.8518048780488	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2006	3	#00C094
3.18060070558357	#00C094	1.906	76.0384390243903	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2007	3	#00C094
3.27874130236922	#00C094	1.839	76.2213414634146	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2008	3	#00C094
3.36267013606355	#00C094	1.787	76.3995609756098	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2009	3	#00C094
3.42520250872178	#00C094	1.749	76.5736097560976	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2010	3	#00C094
3.46552532690708	#00C094	1.721	76.7425365853659	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	2011	3	#00C094
3.45308249305848	#A58AFF	7.7	31.1320975609756	Afghanistan	South Asia	Afghanistan	1960	3	#A58AFF
3.46786303771923	#A58AFF	7.7	31.4752926829268	Afghanistan	South Asia	Afghanistan	1961	3	#A58AFF
3.48323870722225	#A58AFF	7.7	31.8320243902439	Afghanistan	South Asia	Afghanistan	1962	3	#A58AFF
3.49921932842385	#A58AFF	7.7	32.2042682926829	Afghanistan	South Asia	Afghanistan	1963	3	#A58AFF
3.51581876553371	#A58AFF	7.7	32.5910487804878	Afghanistan	South Asia	Afghanistan	1964	3	#A58AFF
3.53304522000188	#A58AFF	7.7	32.9898780487805	Afghanistan	South Asia	Afghanistan	1965	3	#A58AFF
3.55064199492162	#A58AFF	7.7	33.3967317073171	Afghanistan	South Asia	Afghanistan	1966	3	#A58AFF
3.56855367522696	#A58AFF	7.7	33.8091463414634	Afghanistan	South Asia	Afghanistan	1967	3	#A58AFF
3.58718153126003	#A58AFF	7.7	34.2230731707317	Afghanistan	South Asia	Afghanistan	1968	3	#A58AFF
3.60706037874745	#A58AFF	7.7	34.637512195122	Afghanistan	South Asia	Afghanistan	1969	3	#A58AFF
3.62840021094296	#A58AFF	7.7	35.0559756097561	Afghanistan	South Asia	Afghanistan	1970	3	#A58AFF
3.65102656408937	#A58AFF	7.699	35.4814146341463	Afghanistan	South Asia	Afghanistan	1971	3	#A58AFF
3.67429071421035	#A58AFF	7.697	35.9168780487805	Afghanistan	South Asia	Afghanistan	1972	3	#A58AFF
3.69731014641054	#A58AFF	7.695	36.3613170731707	Afghanistan	South Asia	Afghanistan	1973	3	#A58AFF
3.71898850012335	#A58AFF	7.693	36.8107317073171	Afghanistan	South Asia	Afghanistan	1974	3	#A58AFF
3.7383848947879	#A58AFF	7.692	37.2571219512195	Afghanistan	South Asia	Afghanistan	1975	3	#A58AFF
3.75597688545837	#A58AFF	7.695	37.6909756097561	Afghanistan	South Asia	Afghanistan	1976	3	#A58AFF
3.7715332458602	#A58AFF	7.701	38.1062926829268	Afghanistan	South Asia	Afghanistan	1977	3	#A58AFF
3.7827328600409	#A58AFF	7.711	38.4965853658537	Afghanistan	South Asia	Afghanistan	1978	3	#A58AFF
3.78661813069612	#A58AFF	7.725	38.8618536585366	Afghanistan	South Asia	Afghanistan	1979	3	#A58AFF
3.78143663100164	#A58AFF	7.742	39.2041219512195	Afghanistan	South Asia	Afghanistan	1980	3	#A58AFF
3.76671856777311	#A58AFF	7.763	39.5269512195122	Afghanistan	South Asia	Afghanistan	1981	3	#A58AFF
3.74410948892365	#A58AFF	7.785	39.8398292682927	Afghanistan	South Asia	Afghanistan	1982	3	#A58AFF
3.71676718094765	#A58AFF	7.807	40.149243902439	Afghanistan	South Asia	Afghanistan	1983	3	#A58AFF
3.68932785655134	#A58AFF	7.829	40.4586829268293	Afghanistan	South Asia	Afghanistan	1984	3	#A58AFF
3.66596282407179	#A58AFF	7.85	40.7705853658537	Afghanistan	South Asia	Afghanistan	1985	3	#A58AFF
3.64656701291498	#A58AFF	7.871	41.0848780487805	Afghanistan	South Asia	Afghanistan	1986	3	#A58AFF
3.63191108403174	#A58AFF	7.893	41.399	Afghanistan	South Asia	Afghanistan	1987	3	#A58AFF
3.62823174497221	#A58AFF	7.915	41.7109268292683	Afghanistan	South Asia	Afghanistan	1988	3	#A58AFF
3.64311459662319	#A58AFF	7.937	42.0211951219512	Afghanistan	South Asia	Afghanistan	1989	3	#A58AFF
3.68052862623197	#A58AFF	7.96	42.3293658536585	Afghanistan	South Asia	Afghanistan	1990	3	#A58AFF
3.7425573383445	#A58AFF	7.984	42.636	Afghanistan	South Asia	Afghanistan	1991	3	#A58AFF
3.82365753490572	#A58AFF	8.01	42.9397317073171	Afghanistan	South Asia	Afghanistan	1992	3	#A58AFF
3.91164518219377	#A58AFF	8.034	43.2420975609756	Afghanistan	South Asia	Afghanistan	1993	3	#A58AFF
3.99250843731459	#A58AFF	8.052	43.5426585365854	Afghanistan	South Asia	Afghanistan	1994	3	#A58AFF
4.05803306148859	#A58AFF	8.058	43.8409024390244	Afghanistan	South Asia	Afghanistan	1995	3	#A58AFF
4.10603599611797	#A58AFF	8.043	44.1368048780488	Afghanistan	South Asia	Afghanistan	1996	3	#A58AFF
4.14043100521488	#A58AFF	8.004	44.4298048780488	Afghanistan	South Asia	Afghanistan	1997	3	#A58AFF
4.16704662341744	#A58AFF	7.939	44.7213414634146	Afghanistan	South Asia	Afghanistan	1998	3	#A58AFF
4.19414279760256	#A58AFF	7.847	45.0098536585366	Afghanistan	South Asia	Afghanistan	1999	3	#A58AFF
4.22730581148	#A58AFF	7.73	45.2928536585366	Afghanistan	South Asia	Afghanistan	2000	3	#A58AFF
4.26765586390777	#A58AFF	7.595	45.5672682926829	Afghanistan	South Asia	Afghanistan	2001	3	#A58AFF
4.31265374678082	#A58AFF	7.447	45.8331463414634	Afghanistan	South Asia	Afghanistan	2002	3	#A58AFF
4.35977281602181	#A58AFF	7.294	46.0924390243902	Afghanistan	South Asia	Afghanistan	2003	3	#A58AFF
4.40542839206049	#A58AFF	7.14	46.3511951219512	Afghanistan	South Asia	Afghanistan	2004	3	#A58AFF
4.44726219286799	#A58AFF	6.989	46.6164146341463	Afghanistan	South Asia	Afghanistan	2005	3	#A58AFF
4.48491535065043	#A58AFF	6.843	46.8990975609756	Afghanistan	South Asia	Afghanistan	2006	3	#A58AFF
4.51949784419248	#A58AFF	6.7	47.2053170731707	Afghanistan	South Asia	Afghanistan	2007	3	#A58AFF
4.55195924886459	#A58AFF	6.559	47.5385609756098	Afghanistan	South Asia	Afghanistan	2008	3	#A58AFF
4.58368805217225	#A58AFF	6.422	47.8988536585366	Afghanistan	South Asia	Afghanistan	2009	3	#A58AFF
4.6156602650049	#A58AFF	6.288	48.2821951219512	Afghanistan	South Asia	Afghanistan	2010	3	#A58AFF
4.64806770548619	#A58AFF	6.158	48.6805853658537	Afghanistan	South Asia	Afghanistan	2011	3	#A58AFF
2.11394401325688	#53B400	2	72.2480487804878	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	1982	3	#53B400
2.10800765889947	#53B400	1.9	73.0082926829268	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	1987	3	#53B400
2.10795184963677	#53B400	1.7	74.2463414634146	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	1992	3	#53B400
2.11736424900596	#53B400	1.7	74.7317073170732	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	1997	3	#53B400
2.1251162708466	#53B400	1.7	75.280487804878	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	2002	3	#53B400
2.62175786308814	#C49A00	5.951	62.2543658536585	Albania	Europe & Central Asia (all income levels)	Albania	1960	3	#C49A00
2.63131889573589	#C49A00	5.891	63.2734634146342	Albania	Europe & Central Asia (all income levels)	Albania	1961	3	#C49A00
2.64091557329399	#C49A00	5.808	64.1623414634146	Albania	Europe & Central Asia (all income levels)	Albania	1962	3	#C49A00
2.65050018492753	#C49A00	5.704	64.8870975609756	Albania	Europe & Central Asia (all income levels)	Albania	1963	3	#C49A00
2.66002231055828	#C49A00	5.586	65.4376829268293	Albania	Europe & Central Asia (all income levels)	Albania	1964	3	#C49A00
2.66945113053176	#C49A00	5.458	65.8294390243903	Albania	Europe & Central Asia (all income levels)	Albania	1965	3	#C49A00
2.67876265573384	#C49A00	5.329	66.1000731707317	Albania	Europe & Central Asia (all income levels)	Albania	1966	3	#C49A00
2.68796918213372	#C49A00	5.202	66.3118048780488	Albania	Europe & Central Asia (all income levels)	Albania	1967	3	#C49A00
2.69712068745512	#C49A00	5.083	66.5164390243903	Albania	Europe & Central Asia (all income levels)	Albania	1968	3	#C49A00
2.70628671927823	#C49A00	4.972	66.7384634146342	Albania	Europe & Central Asia (all income levels)	Albania	1969	3	#C49A00
2.7155154017246	#C49A00	4.872	66.9894390243903	Albania	Europe & Central Asia (all income levels)	Albania	1970	3	#C49A00
2.72482412953371	#C49A00	4.778	67.265512195122	Albania	Europe & Central Asia (all income levels)	Albania	1971	3	#C49A00
2.73419705380263	#C49A00	4.688	67.5444634146342	Albania	Europe & Central Asia (all income levels)	Albania	1972	3	#C49A00
2.74361019057077	#C49A00	4.598	67.813512195122	Albania	Europe & Central Asia (all income levels)	Albania	1973	3	#C49A00
2.75302746092165	#C49A00	4.507	68.0722682926829	Albania	Europe & Central Asia (all income levels)	Albania	1974	3	#C49A00
2.76242689678664	#C49A00	4.417	68.3258292682927	Albania	Europe & Central Asia (all income levels)	Albania	1975	3	#C49A00
2.77180102941296	#C49A00	4.33	68.5777073170732	Albania	Europe & Central Asia (all income levels)	Albania	1976	3	#C49A00
2.78117021031455	#C49A00	4.247	68.8343414634146	Albania	Europe & Central Asia (all income levels)	Albania	1977	3	#C49A00
2.79057440677482	#C49A00	4.17	69.0996341463415	Albania	Europe & Central Asia (all income levels)	Albania	1978	3	#C49A00
2.80006646707654	#C49A00	4.099	69.3770731707317	Albania	Europe & Central Asia (all income levels)	Albania	1979	3	#C49A00
2.80968066453224	#C49A00	4.037	69.6740487804878	Albania	Europe & Central Asia (all income levels)	Albania	1980	3	#C49A00
2.81923573459859	#C49A00	3.985	70.0004634146341	Albania	Europe & Central Asia (all income levels)	Albania	1981	3	#C49A00
2.82867889230955	#C49A00	3.942	70.351243902439	Albania	Europe & Central Asia (all income levels)	Albania	1982	3	#C49A00
2.83828771458543	#C49A00	3.904	70.7154146341463	Albania	Europe & Central Asia (all income levels)	Albania	1983	3	#C49A00
2.84843068853376	#C49A00	3.865	71.076487804878	Albania	Europe & Central Asia (all income levels)	Albania	1984	3	#C49A00
2.85924404637341	#C49A00	3.816	71.3975853658537	Albania	Europe & Central Asia (all income levels)	Albania	1985	3	#C49A00
2.87098777833435	#C49A00	3.747	71.6373658536586	Albania	Europe & Central Asia (all income levels)	Albania	1986	3	#C49A00
2.88325670927282	#C49A00	3.65	71.7749268292683	Albania	Europe & Central Asia (all income levels)	Albania	1987	3	#C49A00
2.89476976486612	#C49A00	3.527	71.8093658536585	Albania	Europe & Central Asia (all income levels)	Albania	1988	3	#C49A00
2.90387948338419	#C49A00	3.38	71.7542195121951	Albania	Europe & Central Asia (all income levels)	Albania	1989	3	#C49A00
2.90952543283026	#C49A00	3.219	71.6454390243903	Albania	Europe & Central Asia (all income levels)	Albania	1990	3	#C49A00
2.91123075483842	#C49A00	3.058	71.5314878048781	Albania	Europe & Central Asia (all income levels)	Albania	1991	3	#C49A00
2.90952225247402	#C49A00	2.91	71.4652195121951	Albania	Europe & Central Asia (all income levels)	Albania	1992	3	#C49A00
2.90559423950455	#C49A00	2.784	71.487	Albania	Europe & Central Asia (all income levels)	Albania	1993	3	#C49A00
2.90120320739619	#C49A00	2.683	71.6177317073171	Albania	Europe & Central Asia (all income levels)	Albania	1994	3	#C49A00
2.89765093709237	#C49A00	2.604	71.8702926829268	Albania	Europe & Central Asia (all income levels)	Albania	1995	3	#C49A00
2.89539038153361	#C49A00	2.54	72.2410731707317	Albania	Europe & Central Asia (all income levels)	Albania	1996	3	#C49A00
2.89408023973144	#C49A00	2.478	72.6960731707317	Albania	Europe & Central Asia (all income levels)	Albania	1997	3	#C49A00
2.8932898052864	#C49A00	2.409	73.1978048780488	Albania	Europe & Central Asia (all income levels)	Albania	1998	3	#C49A00
2.89227528225573	#C49A00	2.33	73.7218292682927	Albania	Europe & Central Asia (all income levels)	Albania	1999	3	#C49A00
2.89051850403824	#C49A00	2.241	74.2387317073171	Albania	Europe & Central Asia (all income levels)	Albania	2000	3	#C49A00
2.88796172405496	#C49A00	2.142	74.7236585365854	Albania	Europe & Central Asia (all income levels)	Albania	2001	3	#C49A00
2.88490410360169	#C49A00	2.04	75.1612195121951	Albania	Europe & Central Asia (all income levels)	Albania	2002	3	#C49A00
2.88160035798234	#C49A00	1.941	75.5420243902439	Albania	Europe & Central Asia (all income levels)	Albania	2003	3	#C49A00
2.87842455840317	#C49A00	1.847	75.8591219512195	Albania	Europe & Central Asia (all income levels)	Albania	2004	3	#C49A00
2.87566691043045	#C49A00	1.764	76.112	Albania	Europe & Central Asia (all income levels)	Albania	2005	3	#C49A00
2.87338505804381	#C49A00	1.692	76.3096341463415	Albania	Europe & Central Asia (all income levels)	Albania	2006	3	#C49A00
2.87154069906745	#C49A00	1.635	76.4734146341464	Albania	Europe & Central Asia (all income levels)	Albania	2007	3	#C49A00
2.87021016286758	#C49A00	1.59	76.620756097561	Albania	Europe & Central Asia (all income levels)	Albania	2008	3	#C49A00
2.8694587448333	#C49A00	1.558	76.7610975609756	Albania	Europe & Central Asia (all income levels)	Albania	2009	3	#C49A00
2.86931428954884	#C49A00	1.536	76.9009512195122	Albania	Europe & Central Asia (all income levels)	Albania	2010	3	#C49A00
2.86983266441109	#C49A00	1.523	77.0422682926829	Albania	Europe & Central Asia (all income levels)	Albania	2011	3	#C49A00
2.66820664409663	#C49A00	4.55	65.8539512195122	Armenia	Europe & Central Asia (all income levels)	Armenia	1960	3	#C49A00
2.68015636371573	#C49A00	4.512	66.2754634146342	Armenia	Europe & Central Asia (all income levels)	Armenia	1961	3	#C49A00
2.69208923000007	#C49A00	4.435	66.701487804878	Armenia	Europe & Central Asia (all income levels)	Armenia	1962	3	#C49A00
2.70387563392132	#C49A00	4.317	67.1300243902439	Armenia	Europe & Central Asia (all income levels)	Armenia	1963	3	#C49A00
2.71537507279257	#C49A00	4.161	67.5580975609756	Armenia	Europe & Central Asia (all income levels)	Armenia	1964	3	#C49A00
2.72649533521842	#C49A00	3.979	67.9847317073171	Armenia	Europe & Central Asia (all income levels)	Armenia	1965	3	#C49A00
2.73717134468839	#C49A00	3.788	68.4093902439025	Armenia	Europe & Central Asia (all income levels)	Armenia	1966	3	#C49A00
2.74742471834478	#C49A00	3.606	68.8266341463415	Armenia	Europe & Central Asia (all income levels)	Armenia	1967	3	#C49A00
2.75735824543207	#C49A00	3.447	69.2264146341464	Armenia	Europe & Central Asia (all income levels)	Armenia	1968	3	#C49A00
2.76711979783414	#C49A00	3.314	69.5987073170732	Armenia	Europe & Central Asia (all income levels)	Armenia	1969	3	#C49A00
2.77680569960085	#C49A00	3.208	69.9244390243903	Armenia	Europe & Central Asia (all income levels)	Armenia	1970	3	#C49A00
2.78644096816132	#C49A00	3.118	70.1830487804878	Armenia	Europe & Central Asia (all income levels)	Armenia	1971	3	#C49A00
2.79597232749728	#C49A00	3.032	70.367512195122	Armenia	Europe & Central Asia (all income levels)	Armenia	1972	3	#C49A00
2.80532355175536	#C49A00	2.942	70.4793170731707	Armenia	Europe & Central Asia (all income levels)	Armenia	1973	3	#C49A00
2.81438852487141	#C49A00	2.846	70.5239756097561	Armenia	Europe & Central Asia (all income levels)	Armenia	1974	3	#C49A00
2.82309661075393	#C49A00	2.745	70.527512195122	Armenia	Europe & Central Asia (all income levels)	Armenia	1975	3	#C49A00
2.83142742167339	#C49A00	2.646	70.5234634146342	Armenia	Europe & Central Asia (all income levels)	Armenia	1976	3	#C49A00
2.83941272347808	#C49A00	2.555	70.5364146341463	Armenia	Europe & Central Asia (all income levels)	Armenia	1977	3	#C49A00
2.84709842758791	#C49A00	2.479	70.576	Armenia	Europe & Central Asia (all income levels)	Armenia	1978	3	#C49A00
2.85455101053392	#C49A00	2.421	70.6352926829268	Armenia	Europe & Central Asia (all income levels)	Armenia	1979	3	#C49A00
2.86181665838496	#C49A00	2.385	70.6800975609756	Armenia	Europe & Central Asia (all income levels)	Armenia	1980	3	#C49A00
2.86872374183448	#C49A00	2.373	70.6587317073171	Armenia	Europe & Central Asia (all income levels)	Armenia	1981	3	#C49A00
2.87521905812712	#C49A00	2.381	70.5352195121951	Armenia	Europe & Central Asia (all income levels)	Armenia	1982	3	#C49A00
2.88157670647705	#C49A00	2.406	70.2919268292683	Armenia	Europe & Central Asia (all income levels)	Armenia	1983	3	#C49A00
2.88816584251946	#C49A00	2.441	69.9390487804878	Armenia	Europe & Central Asia (all income levels)	Armenia	1984	3	#C49A00
2.89513513113399	#C49A00	2.481	69.5044146341464	Armenia	Europe & Central Asia (all income levels)	Armenia	1985	3	#C49A00
2.90282586480781	#C49A00	2.519	69.0312195121951	Armenia	Europe & Central Asia (all income levels)	Armenia	1986	3	#C49A00
2.91087237409803	#C49A00	2.549	68.5769268292683	Armenia	Europe & Central Asia (all income levels)	Armenia	1987	3	#C49A00
2.91790902591829	#C49A00	2.566	68.1938536585366	Armenia	Europe & Central Asia (all income levels)	Armenia	1988	3	#C49A00
2.92213791883176	#C49A00	2.565	67.9126097560976	Armenia	Europe & Central Asia (all income levels)	Armenia	1989	3	#C49A00
2.92239601945949	#C49A00	2.538	67.757243902439	Armenia	Europe & Central Asia (all income levels)	Armenia	1990	3	#C49A00
2.91810241679157	#C49A00	2.482	67.7360731707317	Armenia	Europe & Central Asia (all income levels)	Armenia	1991	3	#C49A00
2.90987189255219	#C49A00	2.399	67.8285365853659	Armenia	Europe & Central Asia (all income levels)	Armenia	1992	3	#C49A00
2.89923590914074	#C49A00	2.295	68.012756097561	Armenia	Europe & Central Asia (all income levels)	Armenia	1993	3	#C49A00
2.88848536200481	#C49A00	2.176	68.2789268292683	Armenia	Europe & Central Asia (all income levels)	Armenia	1994	3	#C49A00
2.87938118885867	#C49A00	2.053	68.6204634146342	Armenia	Europe & Central Asia (all income levels)	Armenia	1995	3	#C49A00
2.87253623373449	#C49A00	1.938	69.0294390243903	Armenia	Europe & Central Asia (all income levels)	Armenia	1996	3	#C49A00
2.86758075603072	#C49A00	1.838	69.4916341463415	Armenia	Europe & Central Asia (all income levels)	Armenia	1997	3	#C49A00
2.86414342519792	#C49A00	1.762	69.9855365853659	Armenia	Europe & Central Asia (all income levels)	Armenia	1998	3	#C49A00
2.86147003937489	#C49A00	1.712	70.4924878048781	Armenia	Europe & Central Asia (all income levels)	Armenia	1999	3	#C49A00
2.85898703490095	#C49A00	1.688	70.9894390243903	Armenia	Europe & Central Asia (all income levels)	Armenia	2000	3	#C49A00
2.85671970212691	#C49A00	1.684	71.4580487804878	Armenia	Europe & Central Asia (all income levels)	Armenia	2001	3	#C49A00
2.85489479557489	#C49A00	1.692	71.8896097560976	Armenia	Europe & Central Asia (all income levels)	Armenia	2002	3	#C49A00
2.85334681344553	#C49A00	1.704	72.2783902439025	Armenia	Europe & Central Asia (all income levels)	Armenia	2003	3	#C49A00
2.8518794964767	#C49A00	1.715	72.6164146341464	Armenia	Europe & Central Asia (all income levels)	Armenia	2004	3	#C49A00
2.85035933344466	#C49A00	1.724	72.9007073170732	Armenia	Europe & Central Asia (all income levels)	Armenia	2005	3	#C49A00
2.84865596082551	#C49A00	1.728	73.1342195121951	Armenia	Europe & Central Asia (all income levels)	Armenia	2006	3	#C49A00
2.8468035715118	#C49A00	1.731	73.3278292682927	Armenia	Europe & Central Asia (all income levels)	Armenia	2007	3	#C49A00
2.84503769435193	#C49A00	1.734	73.4959512195122	Armenia	Europe & Central Asia (all income levels)	Armenia	2008	3	#C49A00
2.84370536120849	#C49A00	1.735	73.6455365853658	Armenia	Europe & Central Asia (all income levels)	Armenia	2009	3	#C49A00
2.84303969172127	#C49A00	1.736	73.7835609756098	Armenia	Europe & Central Asia (all income levels)	Armenia	2010	3	#C49A00
2.84312889733924	#C49A00	1.736	73.9160243902439	Armenia	Europe & Central Asia (all income levels)	Armenia	2011	3	#C49A00
3.09243684406456	#FB61D7	7.316	32.9853414634146	Angola	Sub-Saharan Africa (all income levels)	Angola	1960	3	#FB61D7
3.10239809848552	#FB61D7	7.354	33.3862195121951	Angola	Sub-Saharan Africa (all income levels)	Angola	1961	3	#FB61D7
3.1125613787205	#FB61D7	7.385	33.7870975609756	Angola	Sub-Saharan Africa (all income levels)	Angola	1962	3	#FB61D7
3.12279915617912	#FB61D7	7.41	34.1879512195122	Angola	Sub-Saharan Africa (all income levels)	Angola	1963	3	#FB61D7
3.13293793506648	#FB61D7	7.425	34.5883170731707	Angola	Sub-Saharan Africa (all income levels)	Angola	1964	3	#FB61D7
3.14288871157574	#FB61D7	7.43	34.9891707317073	Angola	Sub-Saharan Africa (all income levels)	Angola	1965	3	#FB61D7
3.15263481452346	#FB61D7	7.422	35.391512195122	Angola	Sub-Saharan Africa (all income levels)	Angola	1966	3	#FB61D7
3.16231765507609	#FB61D7	7.403	35.7958536585366	Angola	Sub-Saharan Africa (all income levels)	Angola	1967	3	#FB61D7
