colour	x	y	key	group	clickSelects	showSelected1	PANEL
#00C094	4.566	1989	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	4.388	1990	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	4.193	1991	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	3.989	1992	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	3.784	1993	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	3.584	1994	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	3.394	1995	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	3.217	1996	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	3.055	1997	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.906	1998	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.77	1999	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.645	2000	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.527	2001	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.413	2002	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.301	2003	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.191	2004	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	2.086	2005	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	1.989	2006	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	1.906	2007	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	1.839	2008	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	1.787	2009	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	1.749	2010	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#00C094	1.721	2011	United Arab Emirates	191	United Arab Emirates	Middle East & North Africa	1
#A58AFF	7.7	1960	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1961	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1962	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1963	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1964	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1965	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1966	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1967	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1968	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1969	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.7	1970	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.699	1971	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.697	1972	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.695	1973	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.693	1974	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.692	1975	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.695	1976	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.701	1977	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.711	1978	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.725	1979	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.742	1980	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.763	1981	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.785	1982	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.807	1983	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.829	1984	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.85	1985	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.871	1986	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.893	1987	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.915	1988	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.937	1989	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.96	1990	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.984	1991	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	8.01	1992	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	8.034	1993	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	8.052	1994	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	8.058	1995	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	8.043	1996	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	8.004	1997	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.939	1998	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.847	1999	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.73	2000	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.595	2001	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.447	2002	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.294	2003	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	7.14	2004	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.989	2005	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.843	2006	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.7	2007	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.559	2008	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.422	2009	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.288	2010	Afghanistan	1	Afghanistan	South Asia	1
#A58AFF	6.158	2011	Afghanistan	1	Afghanistan	South Asia	1
#53B400	2	1982	Antigua and Barbuda	5	Antigua and Barbuda	Latin America & Caribbean	1
#53B400	1.9	1987	Antigua and Barbuda	5	Antigua and Barbuda	Latin America & Caribbean	1
#53B400	1.7	1992	Antigua and Barbuda	5	Antigua and Barbuda	Latin America & Caribbean	1
#53B400	1.7	1997	Antigua and Barbuda	5	Antigua and Barbuda	Latin America & Caribbean	1
#53B400	1.7	2002	Antigua and Barbuda	5	Antigua and Barbuda	Latin America & Caribbean	1
#C49A00	5.951	1960	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.891	1961	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.808	1962	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.704	1963	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.586	1964	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.458	1965	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.329	1966	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.202	1967	Albania	2	Albania	Europe & Central Asia	1
#C49A00	5.083	1968	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.972	1969	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.872	1970	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.778	1971	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.688	1972	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.598	1973	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.507	1974	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.417	1975	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.33	1976	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.247	1977	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.17	1978	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.099	1979	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.037	1980	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.985	1981	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.942	1982	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.904	1983	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.865	1984	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.816	1985	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.747	1986	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.65	1987	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.527	1988	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.38	1989	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.219	1990	Albania	2	Albania	Europe & Central Asia	1
#C49A00	3.058	1991	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.91	1992	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.784	1993	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.683	1994	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.604	1995	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.54	1996	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.478	1997	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.409	1998	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.33	1999	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.241	2000	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.142	2001	Albania	2	Albania	Europe & Central Asia	1
#C49A00	2.04	2002	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.941	2003	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.847	2004	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.764	2005	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.692	2006	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.635	2007	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.59	2008	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.558	2009	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.536	2010	Albania	2	Albania	Europe & Central Asia	1
#C49A00	1.523	2011	Albania	2	Albania	Europe & Central Asia	1
#C49A00	4.55	1960	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	4.512	1961	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	4.435	1962	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	4.317	1963	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	4.161	1964	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.979	1965	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.788	1966	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.606	1967	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.447	1968	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.314	1969	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.208	1970	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.118	1971	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	3.032	1972	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.942	1973	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.846	1974	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.745	1975	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.646	1976	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.555	1977	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.479	1978	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.421	1979	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.385	1980	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.373	1981	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.381	1982	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.406	1983	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.441	1984	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.481	1985	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.519	1986	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.549	1987	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.566	1988	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.565	1989	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.538	1990	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.482	1991	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.399	1992	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.295	1993	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.176	1994	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	2.053	1995	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.938	1996	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.838	1997	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.762	1998	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.712	1999	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.688	2000	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.684	2001	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.692	2002	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.704	2003	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.715	2004	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.724	2005	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.728	2006	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.731	2007	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.734	2008	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.735	2009	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.736	2010	Armenia	7	Armenia	Europe & Central Asia	1
#C49A00	1.736	2011	Armenia	7	Armenia	Europe & Central Asia	1
#FB61D7	7.316	1960	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.354	1961	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.385	1962	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.41	1963	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.425	1964	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.43	1965	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.422	1966	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.403	1967	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.375	1968	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.339	1969	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.301	1970	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.264	1971	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.232	1972	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.208	1973	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.192	1974	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.185	1975	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.186	1976	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.189	1977	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.194	1978	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.197	1979	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.2	1980	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.201	1981	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.203	1982	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.205	1983	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.207	1984	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.208	1985	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.206	1986	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.202	1987	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.194	1988	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.182	1989	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.165	1990	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.144	1991	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.12	1992	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.093	1993	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.063	1994	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	7.03	1995	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.997	1996	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.963	1997	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.925	1998	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.882	1999	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.826	2000	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.751	2001	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.654	2002	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.533	2003	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.391	2004	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.233	2005	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	6.066	2006	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	5.898	2007	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	5.736	2008	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	5.584	2009	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	5.443	2010	Angola	4	Angola	Sub-Saharan Africa	1
#FB61D7	5.313	2011	Angola	4	Angola	Sub-Saharan Africa	1
#53B400	3.109	1960	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.1	1961	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.089	1962	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.078	1963	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.068	1964	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.058	1965	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.051	1966	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.048	1967	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.049	1968	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.056	1969	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.073	1970	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.104	1971	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.148	1972	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.203	1973	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.264	1974	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.321	1975	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.366	1976	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.391	1977	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.391	1978	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.368	1979	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.325	1980	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.27	1981	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.213	1982	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.163	1983	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.123	1984	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.093	1985	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.073	1986	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.056	1987	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.037	1988	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	3.016	1989	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.989	1990	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.956	1991	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.918	1992	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.875	1993	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.827	1994	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.774	1995	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.717	1996	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.657	1997	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.596	1998	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.535	1999	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.477	2000	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.425	2001	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.379	2002	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.341	2003	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.31	2004	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.287	2005	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.269	2006	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.254	2007	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.24	2008	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.226	2009	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.211	2010	Argentina	6	Argentina	Latin America & Caribbean	1
#53B400	2.196	2011	Argentina	6	Argentina	Latin America & Caribbean	1
#C49A00	2.69	1960	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.799	1961	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.798	1962	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.811	1963	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.77	1964	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.685	1965	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.662	1966	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.63	1967	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.591	1968	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.496	1969	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.29	1970	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.202	1971	Austria	10	Austria	Europe & Central Asia	1
#C49A00	2.102	1972	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.97	1973	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.95	1974	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.82	1975	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.698	1976	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.641	1977	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.621	1978	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.6	1979	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.62	1980	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.67	1981	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.66	1982	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.56	1983	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.53	1984	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.46	1985	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.47	1986	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.42	1987	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.43	1988	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.45	1989	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.45	1990	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.5	1991	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.49	1992	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.48	1993	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.44	1994	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.4	1995	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.42	1996	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.36	1997	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.37	1998	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.34	1999	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.36	2000	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.33	2001	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.39	2002	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.38	2003	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.42	2004	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.41	2005	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.41	2006	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.38	2007	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.41	2008	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.39	2009	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.44	2010	Austria	10	Austria	Europe & Central Asia	1
#C49A00	1.42	2011	Austria	10	Austria	Europe & Central Asia	1
