colour	x	y	group	showSelectedlegendcolourfill	clickSelects	PANEL
#C49A00	3.816	1985	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	3.747	1986	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	3.65	1987	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	3.527	1988	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	3.38	1989	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	3.219	1990	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	3.058	1991	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.91	1992	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.784	1993	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.683	1994	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.604	1995	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.54	1996	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.478	1997	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.409	1998	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.33	1999	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.241	2000	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.142	2001	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	2.04	2002	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.941	2003	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.847	2004	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.764	2005	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.692	2006	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.635	2007	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.59	2008	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.558	2009	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.536	2010	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	1.523	2011	2	Europe & Central Asia (all income levels)	Albania	1
#C49A00	4.55	1960	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	4.512	1961	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	4.435	1962	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	4.317	1963	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	4.161	1964	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.979	1965	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.788	1966	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.606	1967	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.447	1968	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.314	1969	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.208	1970	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.118	1971	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	3.032	1972	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.942	1973	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.846	1974	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.745	1975	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.646	1976	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.555	1977	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.479	1978	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.421	1979	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.385	1980	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.373	1981	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.381	1982	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.406	1983	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.441	1984	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.481	1985	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.519	1986	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.549	1987	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.566	1988	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.565	1989	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.538	1990	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.482	1991	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.399	1992	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.295	1993	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.176	1994	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	2.053	1995	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.938	1996	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.838	1997	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.762	1998	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.712	1999	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.688	2000	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.684	2001	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.692	2002	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.704	2003	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.715	2004	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.724	2005	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.728	2006	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.731	2007	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.734	2008	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.735	2009	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.736	2010	7	Europe & Central Asia (all income levels)	Armenia	1
#C49A00	1.736	2011	7	Europe & Central Asia (all income levels)	Armenia	1
#FB61D7	7.316	1960	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.354	1961	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.385	1962	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.41	1963	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.425	1964	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.43	1965	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.422	1966	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.403	1967	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.375	1968	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.339	1969	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.301	1970	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.264	1971	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.232	1972	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.208	1973	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.192	1974	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.185	1975	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.186	1976	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.189	1977	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.194	1978	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.197	1979	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.2	1980	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.201	1981	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.203	1982	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.205	1983	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.207	1984	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.208	1985	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.206	1986	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.202	1987	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.194	1988	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.182	1989	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.165	1990	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.144	1991	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.12	1992	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.093	1993	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.063	1994	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	7.03	1995	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.997	1996	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.963	1997	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.925	1998	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.882	1999	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.826	2000	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.751	2001	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.654	2002	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.533	2003	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.391	2004	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.233	2005	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	6.066	2006	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	5.898	2007	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	5.736	2008	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	5.584	2009	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	5.443	2010	4	Sub-Saharan Africa (all income levels)	Angola	1
#FB61D7	5.313	2011	4	Sub-Saharan Africa (all income levels)	Angola	1
#53B400	3.109	1960	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.1	1961	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.089	1962	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.078	1963	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.068	1964	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.058	1965	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.051	1966	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.048	1967	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.049	1968	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.056	1969	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.073	1970	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.104	1971	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.148	1972	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.203	1973	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.264	1974	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.321	1975	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.366	1976	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.391	1977	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.391	1978	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.368	1979	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.325	1980	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.27	1981	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.213	1982	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.163	1983	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.123	1984	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.093	1985	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.073	1986	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.056	1987	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.037	1988	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	3.016	1989	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.989	1990	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.956	1991	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.918	1992	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.875	1993	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.827	1994	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.774	1995	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.717	1996	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.657	1997	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.596	1998	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.535	1999	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.477	2000	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.425	2001	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.379	2002	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.341	2003	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.31	2004	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.287	2005	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.269	2006	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.254	2007	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.24	2008	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.226	2009	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.211	2010	6	Latin America & Caribbean (all income levels)	Argentina	1
#53B400	2.196	2011	6	Latin America & Caribbean (all income levels)	Argentina	1
#C49A00	2.69	1960	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.799	1961	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.798	1962	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.811	1963	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.77	1964	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.685	1965	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.662	1966	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.63	1967	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.591	1968	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.496	1969	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.29	1970	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.202	1971	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	2.102	1972	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.97	1973	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.95	1974	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.82	1975	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.698	1976	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.641	1977	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.621	1978	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.6	1979	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.62	1980	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.67	1981	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.66	1982	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.56	1983	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.53	1984	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.46	1985	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.47	1986	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.42	1987	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.43	1988	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.45	1989	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.45	1990	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.5	1991	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.49	1992	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.48	1993	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.44	1994	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.4	1995	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.42	1996	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.36	1997	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.37	1998	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.34	1999	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.36	2000	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.33	2001	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.39	2002	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.38	2003	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.42	2004	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.41	2005	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.41	2006	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.38	2007	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.41	2008	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.39	2009	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.44	2010	10	Europe & Central Asia (all income levels)	Austria	1
#C49A00	1.42	2011	10	Europe & Central Asia (all income levels)	Austria	1
#F8766D	3.453	1960	9	East Asia & Pacific (all income levels)	Australia	1
#F8766D	3.54	1961	9	East Asia & Pacific (all income levels)	Australia	1
#F8766D	3.442	1962	9	East Asia & Pacific (all income levels)	Australia	1
