colour	x	y	group	showSelectedlegendcolourfill	clickSelects	PANEL
#C49A00	1964	65.4376829268293	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1965	65.8294390243903	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1966	66.1000731707317	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1967	66.3118048780488	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1968	66.5164390243903	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1969	66.7384634146342	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1970	66.9894390243903	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1971	67.265512195122	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1972	67.5444634146342	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1973	67.813512195122	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1974	68.0722682926829	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1975	68.3258292682927	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1976	68.5777073170732	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1977	68.8343414634146	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1978	69.0996341463415	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1979	69.3770731707317	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1980	69.6740487804878	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1981	70.0004634146341	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1982	70.351243902439	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1983	70.7154146341463	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1984	71.076487804878	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1985	71.3975853658537	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1986	71.6373658536586	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1987	71.7749268292683	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1988	71.8093658536585	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1989	71.7542195121951	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1990	71.6454390243903	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1991	71.5314878048781	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1992	71.4652195121951	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1993	71.487	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1994	71.6177317073171	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1995	71.8702926829268	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1996	72.2410731707317	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1997	72.6960731707317	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1998	73.1978048780488	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	1999	73.7218292682927	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2000	74.2387317073171	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2001	74.7236585365854	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2002	75.1612195121951	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2003	75.5420243902439	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2004	75.8591219512195	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2005	76.112	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2006	76.3096341463415	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2007	76.4734146341464	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2008	76.620756097561	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2009	76.7610975609756	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2010	76.9009512195122	2	Europe & Central Asia (all income levels)	Albania	4
#C49A00	2011	77.0422682926829	2	Europe & Central Asia (all income levels)	Albania	4
#00C094	1960	46.9853902439025	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1961	47.5183658536585	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1962	48.0688536585366	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1963	48.6398292682927	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1964	49.2308048780488	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1965	49.8382926829268	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1966	50.4543414634146	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1967	51.0729268292683	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1968	51.6895853658537	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1969	52.3027804878049	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1970	52.9180243902439	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1971	53.5412926829268	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1972	54.1790731707317	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1973	54.8353170731707	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1974	55.509512195122	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1975	56.1955609756098	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1976	56.8833902439024	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1977	57.5654878048781	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1978	58.2408780487805	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1979	58.9140731707317	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1980	59.6036829268293	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1981	60.3363170731707	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1982	61.1255609756098	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1983	61.968512195122	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1984	62.8491707317073	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1985	63.736	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1986	64.5879512195122	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1987	65.3669024390244	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1988	66.0462682926829	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1989	66.6150731707317	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1990	67.0717804878049	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1991	67.4289756097561	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1992	67.7191951219512	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1993	67.976	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1994	68.2178780487805	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1995	68.4658780487805	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1996	68.7344878048781	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1997	69.0256585365854	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1998	69.3383658536585	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	1999	69.6730487804878	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2000	70.0241707317073	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2001	70.3811219512195	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2002	70.7299024390244	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2003	71.059	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2004	71.3649024390244	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2005	71.6461463414634	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2006	71.9052926829268	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2007	72.1509024390244	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2008	72.3890487804878	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2009	72.622756097561	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2010	72.8525365853659	3	Middle East & North Africa (all income levels)	Algeria	4
#00C094	2011	73.0799024390244	3	Middle East & North Africa (all income levels)	Algeria	4
#FB61D7	1960	32.9853414634146	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1961	33.3862195121951	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1962	33.7870975609756	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1963	34.1879512195122	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1964	34.5883170731707	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1965	34.9891707317073	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1966	35.391512195122	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1967	35.7958536585366	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1968	36.2011951219512	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1969	36.6060487804878	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1970	37.0114146341463	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1971	37.4192926829268	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1972	37.8262195121951	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1973	38.2276585365854	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1974	38.6156585365854	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1975	38.979243902439	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1976	39.305	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1977	39.5854146341463	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1978	39.8194390243902	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1979	40.0089756097561	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1980	40.1618048780488	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1981	40.2902195121951	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1982	40.4100487804878	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1983	40.5297804878049	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1984	40.655487804878	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1985	40.7803414634146	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1986	40.8905609756098	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1987	40.9779756097561	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1988	41.0418048780488	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1989	41.091243902439	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1990	41.1414146341463	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1991	41.2088780487805	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1992	41.3145365853659	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1993	41.4781951219512	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1994	41.7162195121951	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1995	42.0509268292683	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1996	42.5016097560976	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1997	43.0616341463415	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1998	43.7143170731707	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	1999	44.4390975609756	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2000	45.2049268292683	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2001	45.9733170731707	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2002	46.7119268292683	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2003	47.3933658536585	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2004	48.0037073170732	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2005	48.5384390243903	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2006	49.0071463414634	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2007	49.4352926829268	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2008	49.8474146341463	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2009	50.2510243902439	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2010	50.6536585365854	4	Sub-Saharan Africa (all income levels)	Angola	4
#FB61D7	2011	51.0593170731707	4	Sub-Saharan Africa (all income levels)	Angola	4
#53B400	1982	72.2480487804878	5	Latin America & Caribbean (all income levels)	Antigua and Barbuda	4
#53B400	1987	73.0082926829268	5	Latin America & Caribbean (all income levels)	Antigua and Barbuda	4
#53B400	1992	74.2463414634146	5	Latin America & Caribbean (all income levels)	Antigua and Barbuda	4
#53B400	1997	74.7317073170732	5	Latin America & Caribbean (all income levels)	Antigua and Barbuda	4
#53B400	2002	75.280487804878	5	Latin America & Caribbean (all income levels)	Antigua and Barbuda	4
#53B400	1960	65.1751463414634	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1961	65.2966341463415	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1962	65.389243902439	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1963	65.4655365853659	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1964	65.5390731707317	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1965	65.6258780487805	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1966	65.7409512195122	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1967	65.888243902439	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1968	66.0722195121951	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1969	66.2933170731707	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1970	66.548512195122	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1971	66.8302926829268	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1972	67.1246097560976	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1973	67.4204390243903	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1974	67.7132682926829	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1975	68.0030731707317	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1976	68.2918292682927	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1977	68.5840487804878	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1978	68.881243902439	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1979	69.1794390243903	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1980	69.4696097560976	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1981	69.7417804878049	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1982	69.9904390243903	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1983	70.2121219512195	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1984	70.4093170731707	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1985	70.586512195122	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1986	70.7537073170732	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1987	70.9223902439024	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1988	71.1005365853659	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1989	71.2921707317073	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1990	71.4982926829268	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1991	71.7179268292683	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1992	71.9440731707317	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1993	72.171756097561	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1994	72.3984390243903	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1995	72.6236341463415	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1996	72.8462926829268	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1997	73.0673902439025	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1998	73.2864634146342	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	1999	73.5034634146342	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2000	73.7179756097561	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2001	73.929512195122	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2002	74.1386097560976	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2003	74.3442926829268	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2004	74.5455853658537	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2005	74.7414634146342	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2006	74.9314390243902	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2007	75.1149756097561	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2008	75.2925365853659	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2009	75.4640975609756	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2010	75.6321463414634	6	Latin America & Caribbean (all income levels)	Argentina	4
#53B400	2011	75.7976585365854	6	Latin America & Caribbean (all income levels)	Argentina	4
#C49A00	1960	65.8539512195122	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1961	66.2754634146342	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1962	66.701487804878	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1963	67.1300243902439	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1964	67.5580975609756	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1965	67.9847317073171	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1966	68.4093902439025	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1967	68.8266341463415	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1968	69.2264146341464	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1969	69.5987073170732	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1970	69.9244390243903	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1971	70.1830487804878	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1972	70.367512195122	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1973	70.4793170731707	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1974	70.5239756097561	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1975	70.527512195122	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1976	70.5234634146342	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1977	70.5364146341463	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1978	70.576	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1979	70.6352926829268	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1980	70.6800975609756	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1981	70.6587317073171	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1982	70.5352195121951	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1983	70.2919268292683	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1984	69.9390487804878	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1985	69.5044146341464	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1986	69.0312195121951	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1987	68.5769268292683	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1988	68.1938536585366	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1989	67.9126097560976	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1990	67.757243902439	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1991	67.7360731707317	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1992	67.8285365853659	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1993	68.012756097561	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1994	68.2789268292683	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1995	68.6204634146342	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1996	69.0294390243903	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1997	69.4916341463415	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1998	69.9855365853659	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	1999	70.4924878048781	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2000	70.9894390243903	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2001	71.4580487804878	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2002	71.8896097560976	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2003	72.2783902439025	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2004	72.6164146341464	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2005	72.9007073170732	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2006	73.1342195121951	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2007	73.3278292682927	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2008	73.4959512195122	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2009	73.6455365853658	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2010	73.7835609756098	7	Europe & Central Asia (all income levels)	Armenia	4
#C49A00	2011	73.9160243902439	7	Europe & Central Asia (all income levels)	Armenia	4
#53B400	1960	65.5693658536586	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1961	65.9880243902439	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1962	66.3655365853659	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1963	66.7139756097561	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1964	67.0442926829268	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1965	67.369756097561	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1966	67.699	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1967	68.0346829268293	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1968	68.3771463414634	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1969	68.7284146341464	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1970	69.0861463414634	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1971	69.4460975609756	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1972	69.7986585365854	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1973	70.1396585365854	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1974	70.4652926829268	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1975	70.7778048780488	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1976	71.0808292682927	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1977	71.3777073170732	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1978	71.6697804878049	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1979	71.9528536585366	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1980	72.2201463414634	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1981	72.4623414634146	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1982	72.6731951219512	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1983	72.8490243902439	8	Latin America & Caribbean (all income levels)	Aruba	4
#53B400	1984	72.989756097561	8	Latin America & Caribbean (all income levels)	Aruba	4
